timestamp,src_ip,dst_ip,src_port,dst_port,flags,label
1679605874.086442,80.80.160.9,192.168.0.41,53,60175,PA,normal
1679605874.0914805,80.80.160.9,192.168.0.41,53,60177,PA,normal
1679605874.097398,80.80.160.9,192.168.0.41,53,60176,PA,normal
1679605874.1043751,80.80.160.9,192.168.0.41,53,60175,FA,normal
1679605874.1133657,80.80.160.9,192.168.0.41,53,60177,FA,normal
1679605874.1173704,80.80.160.9,192.168.0.41,53,60176,FA,normal
1679605876.1860776,31.13.84.8,192.168.0.41,443,53517,PA,normal
1679605878.5848253,31.13.84.8,192.168.0.41,443,59949,PA,normal
1679605878.981746,31.13.84.8,192.168.0.41,443,59947,PA,normal
1679605879.0258055,52.159.49.199,192.168.0.41,443,59868,PA,normal
1679605879.047746,52.159.49.199,192.168.0.41,443,59868,A,normal
1679605879.0617423,140.82.112.26,192.168.0.41,443,60093,PA,normal
1679605879.0657175,140.82.112.26,192.168.0.41,443,60093,A,normal
1679605879.072815,31.13.84.8,192.168.0.41,443,59949,PA,normal
1679605879.076018,93.184.221.240,192.168.0.41,80,60126,FA,normal
1679605879.0807426,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679605885.5892434,54.229.152.140,192.168.0.41,443,53619,A,normal
1679605888.8300636,20.189.173.7,192.168.0.41,443,60185,SA,malicious
1679605889.025375,20.189.173.7,192.168.0.41,443,60185,A,normal
1679605889.0323737,20.189.173.7,192.168.0.41,443,60185,A,normal
1679605889.0443377,20.189.173.7,192.168.0.41,443,60185,A,normal
1679605889.05033,20.189.173.7,192.168.0.41,443,60185,PA,normal
1679605889.235101,20.189.173.7,192.168.0.41,443,60185,PA,normal
1679605889.4418035,20.189.173.7,192.168.0.41,443,60185,PA,normal
1679605889.4488456,20.189.173.7,192.168.0.41,443,60185,A,normal
1679605889.4548488,20.189.173.7,192.168.0.41,443,60185,PA,normal
1679605892.0911713,31.13.84.8,192.168.0.41,443,53517,PA,normal
1679605892.1426222,31.13.84.8,192.168.0.41,443,59949,PA,normal
1679605892.1522334,31.13.84.8,192.168.0.41,443,59947,PA,normal
1679605899.9325626,137.135.225.146,192.168.0.41,443,63042,PA,normal
1679605900.089055,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679605903.0390286,80.80.160.9,192.168.0.41,53,60193,SA,malicious
1679605903.053511,80.80.160.9,192.168.0.41,53,60195,SA,malicious
1679605903.057475,80.80.160.9,192.168.0.41,53,60194,SA,malicious
1679605903.0635133,80.80.160.9,192.168.0.41,53,60195,A,normal
1679605903.0674806,80.80.160.9,192.168.0.41,53,60195,A,normal
1679605903.0714798,80.80.160.9,192.168.0.41,53,60193,A,normal
1679605903.0744784,80.80.160.9,192.168.0.41,53,60194,A,normal
1679605903.077473,80.80.160.9,192.168.0.41,53,60193,A,normal
1679605903.0799775,80.80.160.9,192.168.0.41,53,60194,A,normal
1679605903.0834765,80.80.160.9,192.168.0.41,53,60195,PA,normal
1679605903.0894763,80.80.160.9,192.168.0.41,53,60193,PA,normal
1679605903.0934758,80.80.160.9,192.168.0.41,53,60194,PA,normal
1679605903.1061738,80.80.160.9,192.168.0.41,53,60195,FA,normal
1679605903.1098967,80.80.160.9,192.168.0.41,53,60193,FA,normal
1679605903.1128988,80.80.160.9,192.168.0.41,53,60194,FA,normal
1679605905.7246253,52.159.49.199,192.168.0.41,443,60164,A,normal
1679605905.8611505,52.123.243.90,192.168.0.41,443,60199,SA,malicious
1679605905.8984053,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605905.9095137,52.123.243.90,192.168.0.41,443,60199,PA,normal
1679605905.96216,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605905.9901578,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605905.9961581,52.123.243.90,192.168.0.41,443,60199,PA,normal
1679605906.0302684,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.051158,52.123.243.90,192.168.0.41,443,60199,PA,normal
1679605906.054374,52.123.243.90,192.168.0.41,443,60199,PA,normal
1679605906.0581872,52.123.243.90,192.168.0.41,443,60199,PA,normal
1679605906.1166701,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.156916,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.162873,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.1698706,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.1748676,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.1788719,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.2018054,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.2065973,52.123.243.90,192.168.0.41,443,60199,PA,normal
1679605906.2105827,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.218628,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.223583,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.227582,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.2315822,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.2355824,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.2389863,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.2450027,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.2489984,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.253998,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.258033,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.260996,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.2650313,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.2680337,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.2719986,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.3512805,52.123.243.90,192.168.0.41,443,60199,PA,normal
1679605906.3612769,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.3682287,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.3772662,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.3858354,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.3942783,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.4018226,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.408377,52.123.243.90,192.168.0.41,443,60199,A,normal
1679605906.4122205,52.123.243.90,192.168.0.41,443,60199,PA,normal
1679605908.104288,31.13.84.8,192.168.0.41,443,53517,PA,normal
1679605908.112287,31.13.84.8,192.168.0.41,443,59949,PA,normal
1679605908.157385,31.13.84.8,192.168.0.41,443,59947,PA,normal
1679605908.878337,80.80.160.9,192.168.0.41,53,60201,SA,malicious
1679605908.8983057,80.80.160.9,192.168.0.41,53,60202,SA,malicious
1679605908.9112914,80.80.160.9,192.168.0.41,53,60203,SA,malicious
1679605908.9412947,80.80.160.9,192.168.0.41,53,60201,A,normal
1679605908.9702778,80.80.160.9,192.168.0.41,53,60201,A,normal
1679605908.9782753,80.80.160.9,192.168.0.41,53,60201,PA,normal
1679605908.9822779,80.80.160.9,192.168.0.41,53,60203,A,normal
1679605908.9863186,80.80.160.9,192.168.0.41,53,60202,A,normal
1679605908.9894698,80.80.160.9,192.168.0.41,53,60202,A,normal
1679605908.993312,80.80.160.9,192.168.0.41,53,60203,A,normal
1679605908.9994986,80.80.160.9,192.168.0.41,53,60203,PA,normal
1679605909.0082753,80.80.160.9,192.168.0.41,53,60202,PA,normal
1679605909.0132756,80.80.160.9,192.168.0.41,53,60201,FA,normal
1679605909.0172756,80.80.160.9,192.168.0.41,53,60202,FA,normal
1679605909.0202768,80.80.160.9,192.168.0.41,53,60203,FA,normal
1679605913.0429907,80.80.160.9,192.168.0.41,53,60206,SA,malicious
1679605913.051464,80.80.160.9,192.168.0.41,53,60207,SA,malicious
1679605913.0554633,80.80.160.9,192.168.0.41,53,60208,SA,malicious
1679605913.0626867,80.80.160.9,192.168.0.41,53,60208,A,normal
1679605913.0657303,80.80.160.9,192.168.0.41,53,60208,A,normal
1679605913.0687406,80.80.160.9,192.168.0.41,53,60207,A,normal
1679605913.0718536,80.80.160.9,192.168.0.41,53,60208,A,normal
1679605913.0746782,80.80.160.9,192.168.0.41,53,60207,A,normal
1679605913.0785055,80.80.160.9,192.168.0.41,53,60208,PA,normal
1679605913.0824647,80.80.160.9,192.168.0.41,53,60206,A,normal
1679605913.0866213,80.80.160.9,192.168.0.41,53,60206,A,normal
1679605913.0944636,80.80.160.9,192.168.0.41,53,60207,PA,normal
1679605913.1054645,80.80.160.9,192.168.0.41,53,60206,PA,normal
1679605913.1164653,80.80.160.9,192.168.0.41,53,60206,FA,normal
1679605913.1271222,80.80.160.9,192.168.0.41,53,60208,FA,normal
1679605913.1331604,80.80.160.9,192.168.0.41,53,60207,FA,normal
1679605917.7623057,31.13.84.8,192.168.0.41,443,59949,PA,normal
1679605918.3452384,52.182.143.208,192.168.0.41,443,60172,A,normal
1679605923.3424182,52.159.49.199,192.168.0.41,443,59868,A,normal
1679605923.3812573,140.82.112.26,192.168.0.41,443,60093,A,normal
1679605923.3923035,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679605924.063655,104.126.36.130,192.168.0.41,443,60166,FA,normal
